0,14.075
0,15.925
0,17.775
0,19.625
0,21.475
0,23.325
0,25.175
0,27.025
0,28.875
2061,30.725
2122,32.575
1757,34.425
1612,36.275
1396,38.125
1261,39.975
1166,41.825
1033,43.675
944,45.525
850,47.375
781,49.225
765,51.075
675,52.925
586,54.775
549,56.625
503,58.475
506,60.325
509,62.175
494,64.025
504,65.875
520,67.725
482,69.575
471,71.425
434,73.275
439,75.125
396,76.975
429,78.825
382,80.675
330,82.525
354,84.375
356,86.225
355,88.075
310,89.925
287,91.775
280,93.625
284,95.475
275,97.325
264,99.175
243,101.025
239,102.875
207,104.725
230,106.575
216,108.425
199,110.275
217,112.125
186,113.975
173,115.825
224,117.675
182,119.525
146,121.375
159,123.225
161,125.075
147,126.925
166,128.775
145,130.625
111,132.475
115,134.325
121,136.175
122,138.025
119,139.875
113,141.725
116,143.575
100,145.425
88,147.275
84,149.125
105,150.975
107,152.825
92,154.675
82,156.525
89,158.375
84,160.225
71,162.075
83,163.925
63,165.775
63,167.625
55,169.475
54,171.325
55,173.175
51,175.025
66,176.875
52,178.725
50,180.575
52,182.425
52,184.275
58,186.125
44,187.975
56,189.825
34,191.675
49,193.525
42,195.375
37,197.225
51,199.075
1550,200.925
